scenario,policy,trial_count,sweep_name,sweep_value,origin_delay,es_availability,local_es_availability,neighbor_es_availability,zipf_alpha,local_es_count,neighbor_group_size,k,neighbor_cache_hot_prob,neighbor_cache_cold_prob,neighbor_cache_rank_gamma,mean_response_time_mean,mean_response_time_std,mean_response_time_stderr,mean_response_time_ci95_low,mean_response_time_ci95_high,p95_response_time_mean,p95_response_time_std,p95_response_time_stderr,p95_response_time_ci95_low,p95_response_time_ci95_high,origin_free_rate_mean,origin_free_rate_std,origin_free_rate_stderr,origin_free_rate_ci95_low,origin_free_rate_ci95_high,local_failure_rate_mean,local_failure_rate_std,local_failure_rate_stderr,local_failure_rate_ci95_low,local_failure_rate_ci95_high,neighbor_attempt_rate_mean,neighbor_attempt_rate_std,neighbor_attempt_rate_stderr,neighbor_attempt_rate_ci95_low,neighbor_attempt_rate_ci95_high,neighbor_failure_rate_mean,neighbor_failure_rate_std,neighbor_failure_rate_stderr,neighbor_failure_rate_ci95_low,neighbor_failure_rate_ci95_high,b2_neighbor_choice_rate_mean,b2_neighbor_choice_rate_std,b2_neighbor_choice_rate_stderr,b2_neighbor_choice_rate_ci95_low,b2_neighbor_choice_rate_ci95_high,b2_advantage_vs_b1_mean
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.2,1.1,3,5,3,0.9,0.15,1.0,56.2505,0.411688,0.130187,55.995333,56.505667,101.3649,0.16122,0.050982,101.264975,101.464825,0.55071,0.005632,0.001781,0.54722,0.5542,0.44929,0.005632,0.001781,0.4458,0.45278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.2,1.1,3,5,3,0.9,0.15,1.0,62.184,0.575885,0.182111,61.827063,62.540937,128.4275,0.18948,0.059919,128.310059,128.544941,0.66149,0.005988,0.001894,0.657778,0.665202,0.44929,0.005632,0.001781,0.4458,0.45278,0.44929,0.005632,0.001781,0.4458,0.45278,0.75341,0.00658,0.002081,0.749332,0.757488,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.2,1.1,3,5,3,0.9,0.15,1.0,55.558,0.440152,0.139188,55.285191,55.830809,102.9925,0.235883,0.074593,102.846298,103.138702,0.59444,0.006428,0.002033,0.590456,0.598424,0.44929,0.005632,0.001781,0.4458,0.45278,0.06897,0.003064,0.000969,0.067071,0.070869,0.36613,0.016156,0.005109,0.356116,0.376144,0.15351,0.00697,0.002204,0.14919,0.15783,6.626
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.25,1.1,3,5,3,0.9,0.15,1.0,56.1548,0.474426,0.150027,55.860747,56.448853,101.3966,0.148948,0.047101,101.304281,101.488919,0.55217,0.006002,0.001898,0.54845,0.55589,0.44783,0.006002,0.001898,0.44411,0.45155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.25,1.1,3,5,3,0.9,0.15,1.0,60.7435,0.610544,0.193071,60.365081,61.121919,128.1863,0.163152,0.051593,128.085177,128.287423,0.68468,0.005931,0.001876,0.681004,0.688356,0.44783,0.006002,0.001898,0.44411,0.45155,0.44783,0.006002,0.001898,0.44411,0.45155,0.70408,0.007598,0.002403,0.699371,0.708789,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.25,1.1,3,5,3,0.9,0.15,1.0,55.0568,0.450131,0.142344,54.777806,55.335794,104.5177,0.431685,0.136511,104.250139,104.785261,0.61764,0.005871,0.001856,0.614001,0.621279,0.44783,0.006002,0.001898,0.44411,0.45155,0.10108,0.003154,0.000997,0.099125,0.103035,0.35233,0.01438,0.004547,0.343417,0.361243,0.22574,0.007338,0.00232,0.221192,0.230288,5.6867
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.3,1.1,3,5,3,0.9,0.15,1.0,56.1458,0.270644,0.085585,55.978053,56.313547,101.3549,0.117998,0.037314,101.281764,101.428036,0.55198,0.003663,0.001158,0.549709,0.554251,0.44802,0.003663,0.001158,0.445749,0.450291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.3,1.1,3,5,3,0.9,0.15,1.0,59.5065,0.36939,0.116811,59.27755,59.73545,128.0167,0.114106,0.036084,127.945976,128.087424,0.70504,0.003897,0.001232,0.702624,0.707456,0.44802,0.003663,0.001158,0.445749,0.450291,0.44802,0.003663,0.001158,0.445749,0.450291,0.65835,0.004916,0.001554,0.655303,0.661397,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.3,1.1,3,5,3,0.9,0.15,1.0,54.6144,0.292038,0.09235,54.433393,54.795407,103.1562,0.249188,0.0788,103.001752,103.310648,0.62484,0.004129,0.001306,0.622281,0.627399,0.44802,0.003663,0.001158,0.445749,0.450291,0.10144,0.002328,0.000736,0.099997,0.102883,0.28167,0.012792,0.004045,0.273741,0.289599,0.22642,0.005305,0.001677,0.223132,0.229708,4.8921
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.35,1.1,3,5,3,0.9,0.15,1.0,56.1134,0.32952,0.104203,55.909162,56.317638,101.3481,0.131481,0.041578,101.266607,101.429593,0.55244,0.004289,0.001356,0.549781,0.555099,0.44756,0.004289,0.001356,0.444901,0.450219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.35,1.1,3,5,3,0.9,0.15,1.0,58.4805,0.370807,0.117259,58.250671,58.710329,127.8443,0.114096,0.03608,127.773583,127.915017,0.72185,0.003463,0.001095,0.719704,0.723996,0.44756,0.004289,0.001356,0.444901,0.450219,0.44756,0.004289,0.001356,0.444901,0.450219,0.62148,0.006207,0.001963,0.617633,0.625327,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.35,1.1,3,5,3,0.9,0.15,1.0,54.2094,0.288739,0.091307,54.030438,54.388362,106.1263,0.635849,0.201073,105.732197,106.520403,0.64902,0.003489,0.001103,0.646858,0.651182,0.44756,0.004289,0.001356,0.444901,0.450219,0.13895,0.00256,0.00081,0.137363,0.140537,0.30498,0.011659,0.003687,0.297754,0.312206,0.31046,0.005028,0.00159,0.307344,0.313576,4.2711
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.45,1.1,3,5,3,0.9,0.15,1.0,56.1748,0.341391,0.107957,55.963204,56.386396,101.3487,0.178213,0.056356,101.238242,101.459158,0.55152,0.004518,0.001429,0.54872,0.55432,0.44848,0.004518,0.001429,0.44568,0.45128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.45,1.1,3,5,3,0.9,0.15,1.0,56.5793,0.494099,0.156248,56.273054,56.885546,127.4403,0.105485,0.033357,127.37492,127.50568,0.75407,0.006359,0.002011,0.750128,0.758012,0.44848,0.004518,0.001429,0.44568,0.45128,0.44848,0.004518,0.001429,0.44568,0.45128,0.54837,0.012644,0.003999,0.540533,0.556207,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.45,1.1,3,5,3,0.9,0.15,1.0,53.3072,0.33859,0.107072,53.097339,53.517061,105.1204,0.589912,0.186547,104.754768,105.486032,0.67682,0.006135,0.00194,0.673018,0.680622,0.44848,0.004518,0.001429,0.44568,0.45128,0.16608,0.005857,0.001852,0.16245,0.16971,0.24574,0.012603,0.003985,0.237929,0.253551,0.37032,0.012394,0.003919,0.362638,0.378002,3.2721
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.55,1.1,3,5,3,0.9,0.15,1.0,56.0625,0.375919,0.118876,55.829503,56.295497,101.362,0.19187,0.060675,101.243078,101.480922,0.55303,0.004818,0.001524,0.550044,0.556016,0.44697,0.004818,0.001524,0.443984,0.449956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.55,1.1,3,5,3,0.9,0.15,1.0,54.8741,0.433917,0.137216,54.605156,55.143044,127.0489,0.137584,0.043508,126.963624,127.134176,0.78142,0.004109,0.001299,0.778873,0.783967,0.44697,0.004818,0.001524,0.443984,0.449956,0.44697,0.004818,0.001524,0.443984,0.449956,0.48901,0.006268,0.001982,0.485125,0.492895,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.55,1.1,3,5,3,0.9,0.15,1.0,52.5322,0.363375,0.114909,52.306978,52.757422,106.7105,0.686198,0.216995,106.28519,107.13581,0.70285,0.005022,0.001588,0.699737,0.705963,0.44697,0.004818,0.001524,0.443984,0.449956,0.19496,0.004263,0.001348,0.192318,0.197602,0.2316,0.007549,0.002387,0.226921,0.236279,0.4362,0.008476,0.00268,0.430947,0.441453,2.3419
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.65,1.1,3,5,3,0.9,0.15,1.0,56.1215,0.183798,0.058122,56.007581,56.235419,101.3792,0.153881,0.048661,101.283824,101.474576,0.55244,0.002334,0.000738,0.550993,0.553887,0.44756,0.002334,0.000738,0.446113,0.449007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.65,1.1,3,5,3,0.9,0.15,1.0,53.4047,0.256453,0.081098,53.245749,53.563651,126.6276,0.146104,0.046202,126.537044,126.718156,0.80658,0.00274,0.000866,0.804882,0.808278,0.44756,0.002334,0.000738,0.446113,0.449007,0.44756,0.002334,0.000738,0.446113,0.449007,0.43215,0.004831,0.001528,0.429156,0.435144,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.65,1.1,3,5,3,0.9,0.15,1.0,51.8204,0.275598,0.087152,51.649583,51.991217,120.3752,2.870774,0.907818,118.595876,122.154524,0.73481,0.00362,0.001145,0.732566,0.737054,0.44756,0.002334,0.000738,0.446113,0.449007,0.23718,0.003452,0.001092,0.235041,0.239319,0.23104,0.010623,0.003359,0.224456,0.237624,0.52994,0.006335,0.002003,0.526014,0.533866,1.5843
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.82,1.1,3,5,3,0.9,0.15,1.0,56.1883,0.296176,0.093659,56.004728,56.371872,101.4043,0.11711,0.037033,101.331715,101.476885,0.55156,0.004013,0.001269,0.549073,0.554047,0.44844,0.004013,0.001269,0.445953,0.450927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.82,1.1,3,5,3,0.9,0.15,1.0,51.7321,0.294555,0.093147,51.549533,51.914667,126.1104,0.134237,0.042449,126.027199,126.193601,0.8351,0.003382,0.001069,0.833004,0.837196,0.44844,0.004013,0.001269,0.445953,0.450927,0.44844,0.004013,0.001269,0.445953,0.450927,0.36772,0.007397,0.002339,0.363135,0.372305,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,80.0,0.82,0.82,0.82,1.1,3,5,3,0.9,0.15,1.0,50.6778,0.307188,0.097141,50.487403,50.868197,124.8307,0.101006,0.031941,124.768096,124.893304,0.82534,0.003598,0.001138,0.82311,0.82757,0.44844,0.004013,0.001269,0.445953,0.450927,0.38987,0.005496,0.001738,0.386464,0.393276,0.29775,0.00742,0.002346,0.293151,0.302349,0.86936,0.006102,0.00193,0.865578,0.873142,1.0543
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.2,1.1,3,5,3,0.9,0.15,1.0,74.2237,0.464291,0.146822,73.935929,74.511471,141.336,0.141292,0.04468,141.248427,141.423573,0.55071,0.004013,0.001269,0.548223,0.553197,0.44929,0.004013,0.001269,0.446803,0.451777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.2,1.1,3,5,3,0.9,0.15,1.0,75.6309,0.710706,0.224745,75.1904,76.0714,168.4114,0.116264,0.036766,168.339339,168.483461,0.66244,0.005475,0.001731,0.659047,0.665833,0.44929,0.004013,0.001269,0.446803,0.451777,0.44929,0.004013,0.001269,0.446803,0.451777,0.75128,0.006762,0.002138,0.747089,0.755471,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.2,1.1,3,5,3,0.9,0.15,1.0,71.1947,0.59317,0.187577,70.827049,71.562351,161.4456,0.31703,0.100254,161.249103,161.642097,0.61498,0.005145,0.001627,0.611791,0.618169,0.44929,0.004013,0.001269,0.446803,0.451777,0.12136,0.003854,0.001219,0.118971,0.123749,0.47034,0.01624,0.005136,0.460274,0.480406,0.2701,0.007647,0.002418,0.26536,0.27484,4.4362
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.25,1.1,3,5,3,0.9,0.15,1.0,74.0239,0.276128,0.087319,73.852754,74.195046,141.3793,0.153841,0.048649,141.283948,141.474652,0.55244,0.002334,0.000738,0.550993,0.553887,0.44756,0.002334,0.000738,0.446113,0.449007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.25,1.1,3,5,3,0.9,0.15,1.0,73.1965,0.355843,0.112528,72.975946,73.417054,168.2136,0.200959,0.063549,168.089044,168.338156,0.68603,0.002625,0.00083,0.684403,0.687657,0.44756,0.002334,0.000738,0.446113,0.449007,0.44756,0.002334,0.000738,0.446113,0.449007,0.70151,0.003391,0.001072,0.699408,0.703612,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.25,1.1,3,5,3,0.9,0.15,1.0,69.8831,0.374656,0.118477,69.650886,70.115314,163.4903,0.143261,0.045303,163.401506,163.579094,0.64299,0.003234,0.001023,0.640985,0.644995,0.44756,0.002334,0.000738,0.446113,0.449007,0.17551,0.002815,0.00089,0.173765,0.177255,0.48403,0.011391,0.003602,0.47697,0.49109,0.39214,0.005876,0.001858,0.388498,0.395782,3.3134
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.3,1.1,3,5,3,0.9,0.15,1.0,73.9755,0.889699,0.281348,73.424059,74.526941,141.3498,0.17671,0.055881,141.240274,141.459326,0.55282,0.00776,0.002454,0.54801,0.55763,0.44718,0.00776,0.002454,0.44237,0.45199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.3,1.1,3,5,3,0.9,0.15,1.0,71.2575,0.885485,0.280015,70.708671,71.806329,168.0238,0.195908,0.061952,167.902375,168.145225,0.70521,0.0058,0.001834,0.701615,0.708805,0.44718,0.00776,0.002454,0.44237,0.45199,0.44718,0.00776,0.002454,0.44237,0.45199,0.65923,0.006246,0.001975,0.655359,0.663101,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.3,1.1,3,5,3,0.9,0.15,1.0,68.6925,0.841428,0.266083,68.170978,69.214022,163.6501,0.196728,0.062211,163.528166,163.772034,0.66038,0.007113,0.002249,0.655971,0.664789,0.44718,0.00776,0.002454,0.44237,0.45199,0.19547,0.005087,0.001609,0.192317,0.198623,0.44973,0.010424,0.003296,0.443269,0.456191,0.43717,0.010947,0.003462,0.430385,0.443955,2.565
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.35,1.1,3,5,3,0.9,0.15,1.0,74.3052,0.740671,0.234221,73.846128,74.764272,141.3803,0.177972,0.05628,141.269992,141.490608,0.54995,0.006278,0.001985,0.546059,0.553841,0.45005,0.006278,0.001985,0.446159,0.453941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.35,1.1,3,5,3,0.9,0.15,1.0,69.5508,0.709147,0.224252,69.111266,69.990334,167.804,0.179174,0.05666,167.692947,167.915053,0.72351,0.004701,0.001487,0.720596,0.726424,0.45005,0.006278,0.001985,0.446159,0.453941,0.45005,0.006278,0.001985,0.446159,0.453941,0.61436,0.007334,0.002319,0.609814,0.618906,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.35,1.1,3,5,3,0.9,0.15,1.0,67.6711,0.588969,0.186248,67.306053,68.036147,164.1384,0.140936,0.044568,164.051047,164.225753,0.68071,0.004344,0.001374,0.678017,0.683403,0.45005,0.006278,0.001985,0.446159,0.453941,0.23006,0.004526,0.001431,0.227255,0.232865,0.43167,0.011435,0.003616,0.424583,0.438757,0.51119,0.007498,0.002371,0.506543,0.515837,1.8797
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.45,1.1,3,5,3,0.9,0.15,1.0,74.1374,0.561458,0.177549,73.789404,74.485396,141.3997,0.13065,0.041315,141.318722,141.480678,0.55143,0.004958,0.001568,0.548357,0.554503,0.44857,0.004958,0.001568,0.445497,0.451643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.45,1.1,3,5,3,0.9,0.15,1.0,66.3934,0.617385,0.195234,66.010741,66.776059,167.4053,0.15591,0.049303,167.308666,167.501934,0.75447,0.00477,0.001508,0.751514,0.757426,0.44857,0.004958,0.001568,0.445497,0.451643,0.44857,0.004958,0.001568,0.445497,0.451643,0.54738,0.008593,0.002717,0.542054,0.552706,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.45,1.1,3,5,3,0.9,0.15,1.0,65.1064,0.573896,0.181482,64.750696,65.462104,166.5523,0.159427,0.050415,166.453486,166.651114,0.74978,0.004486,0.001419,0.746999,0.752561,0.44857,0.004958,0.001568,0.445497,0.451643,0.38585,0.005032,0.001591,0.382731,0.388969,0.48594,0.008111,0.002565,0.480913,0.490967,0.86016,0.004461,0.001411,0.857395,0.862925,1.287
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.55,1.1,3,5,3,0.9,0.15,1.0,74.2376,0.744145,0.235319,73.776374,74.698826,141.3672,0.109859,0.034741,141.299108,141.435292,0.55039,0.006506,0.002057,0.546357,0.554423,0.44961,0.006506,0.002057,0.445577,0.453643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.55,1.1,3,5,3,0.9,0.15,1.0,63.8066,0.687365,0.217364,63.380567,64.232633,166.9897,0.130951,0.04141,166.908536,167.070864,0.78059,0.004513,0.001427,0.777793,0.783387,0.44961,0.006506,0.002057,0.445577,0.453643,0.44961,0.006506,0.002057,0.445577,0.453643,0.488,0.006663,0.002107,0.48387,0.49213,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.55,1.1,3,5,3,0.9,0.15,1.0,62.686,0.68228,0.215756,62.263119,63.108881,166.0192,0.174334,0.055129,165.911147,166.127253,0.77442,0.004999,0.001581,0.771322,0.777518,0.44961,0.006506,0.002057,0.445577,0.453643,0.38755,0.005455,0.001725,0.384169,0.390931,0.42193,0.00785,0.002482,0.417065,0.426795,0.862,0.007052,0.00223,0.857629,0.866371,1.1206
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.65,1.1,3,5,3,0.9,0.15,1.0,74.4248,0.520389,0.164561,74.10226,74.74734,141.387,0.179599,0.056794,141.275683,141.498317,0.54873,0.004663,0.001474,0.54584,0.55162,0.45127,0.004663,0.001474,0.44838,0.45416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.65,1.1,3,5,3,0.9,0.15,1.0,61.4722,0.590832,0.186837,61.105999,61.838401,166.6248,0.137486,0.043477,166.539585,166.710015,0.80461,0.004646,0.001469,0.80173,0.80749,0.45127,0.004663,0.001474,0.44838,0.45416,0.45127,0.004663,0.001474,0.44838,0.45416,0.43295,0.008255,0.00261,0.427834,0.438066,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.65,1.1,3,5,3,0.9,0.15,1.0,60.5047,0.548503,0.173452,60.164734,60.844666,165.5879,0.135056,0.042708,165.504191,165.671609,0.79779,0.004776,0.00151,0.79483,0.80075,0.45127,0.004663,0.001474,0.44838,0.45416,0.39236,0.004876,0.001542,0.389338,0.395382,0.36524,0.00775,0.002451,0.360436,0.370044,0.86944,0.006475,0.002048,0.865427,0.873453,0.9675
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.82,1.1,3,5,3,0.9,0.15,1.0,73.6331,0.527079,0.166677,73.306413,73.959787,141.3063,0.091603,0.028967,141.249524,141.363076,0.55576,0.004622,0.001462,0.552895,0.558625,0.44424,0.004622,0.001462,0.441375,0.447105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.82,1.1,3,5,3,0.9,0.15,1.0,57.9861,0.384041,0.121444,57.748069,58.224131,166.0907,0.092959,0.029396,166.033084,166.148316,0.83662,0.002472,0.000782,0.835088,0.838152,0.44424,0.004622,0.001462,0.441375,0.447105,0.44424,0.004622,0.001462,0.441375,0.447105,0.36779,0.004914,0.001554,0.364744,0.370836,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,120.0,0.82,0.82,0.82,1.1,3,5,3,0.9,0.15,1.0,57.2798,0.367323,0.116158,57.052131,57.507469,164.9361,0.113838,0.035999,164.865543,165.006657,0.82995,0.002509,0.000793,0.828395,0.831505,0.44424,0.004622,0.001462,0.441375,0.447105,0.3952,0.004664,0.001475,0.392309,0.398091,0.30621,0.005371,0.001698,0.302881,0.309539,0.88959,0.004282,0.001354,0.886936,0.892244,0.7063
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,180.0,0.82,0.82,0.2,1.1,3,5,3,0.9,0.15,1.0,100.7871,0.827547,0.261693,100.274181,101.300019,201.4632,0.117744,0.037234,201.390221,201.536179,0.55312,0.004775,0.00151,0.55016,0.55608,0.44688,0.004775,0.00151,0.44392,0.44984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,180.0,0.82,0.82,0.2,1.1,3,5,3,0.9,0.15,1.0,95.7126,1.002439,0.316999,95.091282,96.333918,228.5551,0.142739,0.045138,228.46663,228.64357,0.66304,0.005143,0.001626,0.659852,0.666228,0.44688,0.004775,0.00151,0.44392,0.44984,0.44688,0.004775,0.00151,0.44392,0.44984,0.75402,0.005418,0.001713,0.750662,0.757378,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,180.0,0.82,0.82,0.2,1.1,3,5,3,0.9,0.15,1.0,93.3561,0.949009,0.300103,92.767898,93.944302,225.3651,0.103624,0.032769,225.300873,225.429327,0.63801,0.005197,0.001643,0.634789,0.641231,0.44688,0.004775,0.00151,0.44392,0.44984,0.21969,0.003705,0.001172,0.217394,0.221986,0.61355,0.009986,0.003158,0.607361,0.619739,0.49159,0.005261,0.001664,0.488329,0.494851,2.3565
neighbor_availability_x_origin_delay,B0,10,neighbor_availability_x_origin_delay,,180.0,0.82,0.82,0.25,1.1,3,5,3,0.9,0.15,1.0,100.7724,0.807775,0.255441,100.271736,101.273064,201.4237,0.094715,0.029951,201.364995,201.482405,0.55303,0.004551,0.001439,0.550209,0.555851,0.44697,0.004551,0.001439,0.444149,0.449791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B1,10,neighbor_availability_x_origin_delay,,180.0,0.82,0.82,0.25,1.1,3,5,3,0.9,0.15,1.0,91.9884,0.966122,0.305515,91.389591,92.587209,228.2539,0.130858,0.041381,228.172793,228.335007,0.68615,0.004806,0.00152,0.683171,0.689129,0.44697,0.004551,0.001439,0.444149,0.449791,0.44697,0.004551,0.001439,0.444149,0.449791,0.70216,0.004948,0.001565,0.699093,0.705227,0.0,0.0,0.0,0.0,0.0,
neighbor_availability_x_origin_delay,B2,10,neighbor_availability_x_origin_delay,,180.0,0.82,0.82,0.25,1.1,3,5,3,0.9,0.15,1.0,90.4495,0.942202,0.297951,89.865517,91.033483,227.4214,0.12183,0.038526,227.345889,227.496911,0.68263,0.004715,0.001491,0.679708,0.685552,0.44697,0.004551,0.001439,0.444149,0.449791,0.37189,0.004968,0.001571,0.368811,0.374969,0.65147,0.006252,0.001977,0.647595,0.655345,0.83201,0.006202,0.001961,0.828166,0.835854,1.5389
